"ClaimId","ClaimNumber","ClaimDispositionSequence","BusinessUnit","ClaimType","ProductIdentification1","ProductIdentification2","MaterialSource","Heat","ProductType","SteelFamily","SteelType","SteelGradeASTMAISI","Finish","MaterialGaugeOrDiameter","MaterialWidthOrLegLength","MaterialLength","CustomerNumber","FormatMinGaugeOrDiameter","FormatMinWidthOrLegLength","FormatMaxWidthOrLegLength","FormatMinWeight","FormatMaxWeight","OriginalShippedWeight","OriginalShipQuality","ClaimDispositionStatus","TotalWeightClaimed","CustomerClaimDefect","CustomerClaimDefectDesc","CustomerClaimDefectWeight","NASIdentifiedDefect","NASIdentifiedDefectDesc","NASIdentifiedDefectWeight","AreaofResponsibilityDefect","AreaofResponsibilityDefectDesc","AreaofResponsibilityDefectWeigh","CustomerDefectOrigin","CustomerDefectGroup","CustomerDefectGroupDesc","TotalReturnInventoryWeight","TotalScrapAtCustomerWeight","TotalSell3rdPartyWeight","TotalCustomerCreditWeight","LastInspectionLine","LastInspectionMachine"
605,68942,1,"X","T","06V45H ","BD    ","F","V45H  ","C","B",120,"304",42,"0.0457","0","102","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","4321","1","C","167","W036","SCRATCH: WH PROCESS                               ","167",40,"Warehouse Error                                   ",167,"W008","WH OPERATIONS                                     ","167","WH ","X10","Scratches WH Process     ","167","0","0","0",4152,"     "
606,68943,1,"X","T","04V45H ","AC    ","F","V45H  ","C","B",120,"304",42,"0.0457","0","86","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","3604","1","C","47","W036","SCRATCH: WH PROCESS                               ","47",40,"Warehouse Error                                   ",47,"W008","WH OPERATIONS                                     ","47","WH ","X10","Scratches WH Process     ","47","0","0","0",4152,"     "
607,68944,1,"X","T","06V45H ","BF    ","F","V45H  ","C","B",120,"304",42,"0.0457","0","102","b1adcc620d13b1b09774826e53c9a2a8","0","0","0","0","0","1381","1","C","56","W036","SCRATCH: WH PROCESS                               ","56",40,"Warehouse Error                                   ",56,"W008","WH OPERATIONS                                     ","56","WH ","X10","Scratches WH Process     ","56","0","0","0",4152,"     "
608,68954,1,"F","T","01X26A ","A     ","F","X26A  ","B","E",601,"201",43,"0.0575","60","0","679e19234b295ee432a3920c30fda6ac","0.0565","0.0625","60.125","10000","19999","32280","1A","C","4760","FF44","OIL STAINS                                        ","4760",8,"Operation Defect                                  ",4760,"F049","Line 4340                                         ","4760","CM ","F14","Stains - ZM              ","4760","0","0","0",4340,"     "
609,68955,1,"F","T","02W78B ","B     ","F","W78B  ","B","E",601,"201",43,"0.046","60","0","679e19234b295ee432a3920c30fda6ac","0.045","0.051","60.125","15000","25000","18530","1A","C","3709","F301","IRREGULAR POLISHING                               ","3709",8,"Operation Defect                                  ",3709,"F046","Line 3520                                         ","3709","GP ","C75","Poor Polish              ","3709","0","0","0",4320,"     "
610,68956,1,"F","T","04W77X ","B     ","F","W77X  ","B","E",601,"201",43,"0.046","60","0","679e19234b295ee432a3920c30fda6ac","0.0565","0.0625","32.0625","10000","16000","23500","1A","C","23030","FS45","TRANSVERSE MARK FROM Z.M.                         ","23030",1,"Defect Not Seen                                   ",23030,"F024","Line 3620                                         ","23030","CM ","D10","Roll Mark                ","2280","0","20750","0",4340,"     "
611,68957,1,"F","T","04W77X ","C     ","F","W77X  ","B","E",601,"201",43,"0.046","60","0","679e19234b295ee432a3920c30fda6ac","0.0565","0.0625","32.0625","10000","16000","23740","1A","C","23270","FS45","TRANSVERSE MARK FROM Z.M.                         ","23270",1,"Defect Not Seen                                   ",23270,"F024","Line 3620                                         ","23270","CM ","D10","Roll Mark                ","2638","0","20632","0",4340,"     "
612,68958,1,"F","T","05X07M ","AA    ","F","X07M  ","B","A",101,"301",32,"0.027","48","0","ad179b72434468ffac702ff96360b0aa","0.0255","0.0285","48.0625","25000","54000","14140","1A","C","475","FH01","SCRATCHES FROM GP                                 ","475",8,"Operation Defect                                  ",475,"F047","Line 4330                                         ","475","CM ","D55","Scratches                ","0","475","0","0",4330,"     "
613,68959,1,"F","T","02X26A ","B     ","F","X26A  ","B","E",601,"201",43,"0.0345","60","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","60.125","10000","19999","16160","1A","C","840","FH04","STAINS FROM GP                                    ","840",1,"Defect Not Seen                                   ",840,"F046","Line 3520                                         ","840","CM ","F11","Stains - GP              ","840","0","0","0",4320,"     "
614,68959,2,"F","T","02X26A ","B     ","F","X26A  ","B","E",601,"201",43,"0.0345","60","0","679e19234b295ee432a3920c30fda6ac","0.0335","0.0375","60.125","10000","19999","16160","1A","C","2964","FJ47","WORK ROLL MARKS FROM SKP #2 (108)                ","2964",1,"Defect Not Seen                                   ",2964,"F036","Line 4120                                         ","2964","CM ","D80","SKP Roll Mark -SKP2      ","2964","0","0","0",4320,"     "
615,68964,1,"F","T","05X22K ","C     ","F","X22K  ","B","B",120,"304",22,"0.105","60","0","ad179b72434468ffac702ff96360b0aa","0.102","0.11","60.125","12000","18000","22630","5A","C","22630","FJ57","LINE SCRATCHES FROM FINISH LINES                  ","22630",17,"Bottom Side Defect                                ",22630,"F026","Line 4310                                         ","22630","CM ","D55","Scratches                ","7649","641","14340","0",4310,"     "
616,68965,1,"F","T","02X38R ","A     ","F","X38R  ","B","B",150,"304L          ",1,"0.1875","60","0","562a8f3ee4e5c94981e2259e3253beb1","0.1775","0.21","60.25","12500","15500","16040","5A","C","1970","FC51","SLIPS/DIGS HR WITH SCALE (NO LADDER/1 OR 2 FACES) ","1970",8,"Operation Defect                                  ",1970,"F011","Hot Mill                                          ","1970","LC ","D90","Slips/ Digs - HM         ","0","1970","0","0",4310,"     "
617,68966,1,"L","T","BN31080","      ","L","X11W  ","B","B",155,"303",20,"1","0","144","593977396626fe1f718c6f8fe78cadc1","0.9975","1.0025","2","1000","3000","2692","1","C","2692","LF31","Weight Discrepency                                ","2692",8,"Operation Defect                                  ",2692,"L023","LP Packaging                                      ","2692","LPF","L96","Weight Discrepency       ","2692","0","0","0",0,"INSB2"
618,68967,1,"F","T","06W93P ","B     ","F","W93P  ","B","E",601,"201",43,"0.0345","38.35","0","679e19234b295ee432a3920c30fda6ac","0.034","0.038","38.3665","10000","20000","13630","1A","C","900","FJ49","WORK ROLL MARK FROM SKP DEBRIS SKP #2 (108)      ","900",2,"Wrong Standard                                    ",900,"F036","Line 4120                                         ","900","CM ","D80","SKP Roll Mark -SKP2      ","900","0","0","0",4320,"     "
619,68967,2,"F","T","06W93P ","B     ","F","W93P  ","B","E",601,"201",43,"0.0345","38.35","0","679e19234b295ee432a3920c30fda6ac","0.034","0.038","38.3665","10000","20000","13630","1A","C","11220","FJ02","SCRATCHES FROM COLD ANNEALING AND PICKLING        ","11220",8,"Operation Defect                                  ",11220,"F041","Line 3330                                         ","11220","CM ","D55","Scratches                ","11220","0","0","0",4320,"     "
620,68968,1,"F","T","06W93P ","C     ","F","W93P  ","B","E",601,"201",43,"0.0345","38.35","0","679e19234b295ee432a3920c30fda6ac","0.034","0.038","38.3665","10000","20000","13150","1A","C","2185","FJ49","WORK ROLL MARK FROM SKP DEBRIS SKP #2 (108)      ","2185",2,"Wrong Standard                                    ",2185,"F036","Line 4120                                         ","2185","CM ","D80","SKP Roll Mark -SKP2      ","2185","0","0","0",4320,"     "
621,68968,2,"F","T","06W93P ","C     ","F","W93P  ","B","E",601,"201",43,"0.0345","38.35","0","679e19234b295ee432a3920c30fda6ac","0.034","0.038","38.3665","10000","20000","13150","1A","C","1250","FS52","SLIPS FROM SL 2                                   ","1250",8,"Operation Defect                                  ",1250,"F027","Line 4320                                         ","1250","CM ","D85","Slip/ Digs               ","1250","0","0","0",4320,"     "
622,68970,1,"F","T","01X42V ","AA    ","F","X42V  ","B","E",601,"201",43,"0.0345","38.35","0","679e19234b295ee432a3920c30fda6ac","0.034","0.038","38.3665","10000","20000","10440","1A","C","720","FJ49","WORK ROLL MARK FROM SKP DEBRIS SKP #2 (108)      ","720",2,"Wrong Standard                                    ",720,"F036","Line 4120                                         ","720","CM ","D80","SKP Roll Mark -SKP2      ","720","0","0","0",4320,"     "
623,68970,2,"F","T","01X42V ","AA    ","F","X42V  ","B","E",601,"201",43,"0.0345","38.35","0","679e19234b295ee432a3920c30fda6ac","0.034","0.038","38.3665","10000","20000","10440","1A","C","2850","FS52","SLIPS FROM SL 2                                   ","2850",8,"Operation Defect                                  ",2850,"F027","Line 4320                                         ","2850","CM ","D85","Slip/ Digs               ","2850","0","0","0",4320,"     "
624,68971,1,"F","T","01X22J ","B     ","F","X22J  ","B","B",150,"304L          ",22,"0.061","61.3","0","b8e9acebf18ada68b0776739b29c12c0","0.059","0.063","62","28000","44000","29600","1D","C","1070","FF51","ROLLED DIGS FROM THE Z-MILL                       ","1070",8,"Operation Defect                                  ",1070,"F024","Line 3620                                         ","1070","CM ","D85","Slip/ Digs               ","0","1070","0","0",3310,"     "
625,68974,1,"F","T","06X43D ","      ","F","X43D  ","B","C",270,"316L          ",22,"0.0875","37.7513","0","b8e9acebf18ada68b0776739b29c12c0","0.086","0.09","38","24000","35400","37450","1A","C","2312","FF51","ROLLED DIGS FROM THE Z-MILL                       ","2312",8,"Operation Defect                                  ",2312,"F024","Line 3620                                         ","2312","CM ","D85","Slip/ Digs               ","0","2312","0","0",3310,"     "
626,68976,1,"F","T","03X23X ","A     ","F","X23X  ","B","B",150,"304L          ",22,"0.1163","60","0","b8e9acebf18ada68b0776739b29c12c0","0.115","0.125","60.125","10000","40000","9880","5A","C","1002","FF51","ROLLED DIGS FROM THE Z-MILL                       ","1002",8,"Operation Defect                                  ",1002,"F045","Line 3650                                         ","1002","CM ","D85","Slip/ Digs               ","0","1002","0","0",4310,"     "
627,68977,1,"F","T","05W90X ","B     ","F","W90X  ","B","B",120,"304",22,"0.1015","48","0","34edf37dafe27a88ce39644a1a91750a","0.1","0.11","48.125","20000","25000","16160","1C","C","663","FC21","LAMINATIONS TYPE B (EDGES)                        ","663",8,"Operation Defect                                  ",663,"F039","Melt Shop                                         ","663","AC ","B85","Laminations              ","0","663","0","0",4310,"     "
628,68978,1,"F","T","05X37H ","A     ","F","X37H  ","B","C",270,"316L          ",22,"0.1163","60","0","34edf37dafe27a88ce39644a1a91750a","0.115","0.125","60.125","18000","34000","21800","1A","C","994","FF51","ROLLED DIGS FROM THE Z-MILL                       ","994",8,"Operation Defect                                  ",994,"F045","Line 3650                                         ","994","CM ","D85","Slip/ Digs               ","0","994","0","0",4310,"     "
629,68981,1,"F","T","03X39R ","      ","F","X39R  ","B","B",127,"304",22,"0.031","49.365","0","b8e9acebf18ada68b0776739b29c12c0","0.0295","0.0335","50","33500","48000","43650","1A","C","3460","FF51","ROLLED DIGS FROM THE Z-MILL                       ","3460",8,"Operation Defect                                  ",3460,"F045","Line 3650                                         ","3460","CM ","D85","Slip/ Digs               ","0","3460","0","0",3330,"     "
630,68982,1,"F","T","02X49E ","      ","F","X49E  ","B","B",127,"304",22,"0.031","49.1681","0","b8e9acebf18ada68b0776739b29c12c0","0.0295","0.0335","50","33500","48000","45040","1A","C","1010","FF51","ROLLED DIGS FROM THE Z-MILL                       ","1010",8,"Operation Defect                                  ",1010,"F045","Line 3650                                         ","1010","CM ","D85","Slip/ Digs               ","0","1010","0","0",3330,"     "
631,68983,1,"F","T","01X24M ","A     ","F","X24M  ","B","B",150,"304L          ",22,"0.1105","49","0","b8e9acebf18ada68b0776739b29c12c0","0.108","0.116","50","22500","44000","28080","1A","C","1280","FI54","INSERTION MARK FROM Z-MILL WORK ROLL    (11)     ","1280",8,"Operation Defect                                  ",1280,"F024","Line 3620                                         ","1280","CM ","D10","Roll Mark                ","0","1280","0","0",4340,"     "
632,68984,1,"F","T","04X49E ","      ","F","X49E  ","B","B",127,"304",22,"0.0232","49.1681","0","b8e9acebf18ada68b0776739b29c12c0","0.0216","0.0256","50","33500","46000","43940","1A","C","790","FL02","LINE SCRATCHES FROM Z-MILL                        ","790",8,"Operation Defect                                  ",790,"F044","Line 3640                                         ","790","CM ","D55","Scratches                ","0","790","0","0",3330,"     "
633,68986,1,"F","T","01X42V ","BA    ","F","X42V  ","B","E",601,"201",43,"0.0345","38.35","0","679e19234b295ee432a3920c30fda6ac","0.034","0.038","38.3665","10000","20000","10320","1A","C","690","FJ49","WORK ROLL MARK FROM SKP DEBRIS SKP #2 (108)      ","690",2,"Wrong Standard                                    ",690,"F036","Line 4120                                         ","690","CM ","D80","SKP Roll Mark -SKP2      ","690","0","0","0",4320,"     "
634,68986,2,"F","T","01X42V ","BA    ","F","X42V  ","B","E",601,"201",43,"0.0345","38.35","0","679e19234b295ee432a3920c30fda6ac","0.034","0.038","38.3665","10000","20000","10320","1A","C","1786","FJ49","WORK ROLL MARK FROM SKP DEBRIS SKP #2 (108)      ","1786",2,"Wrong Standard                                    ",1786,"F036","Line 4120                                         ","1786","CM ","D80","SKP Roll Mark -SKP2      ","1786","0","0","0",4320,"     "
